,Title,Link,Authors,Article Text,Summary,Keywords
142,Australia,https://bbc.com/news/world/australia,[],"The bomb maker turned peacemaker

Once part of the group behind the Bali bombing, now Ali Fauzi is on a mission to end terror.","The bomb maker turned peacemakerOnce part of the group behind the Bali bombing, now Ali Fauzi is on a mission to end terror.","['australia', 'maker', 'mission', 'fauzi', 'turned', 'bombing', 'bomb', 'end', 'terror', 'group', 'peacemakeronce']"
143,BBC News,https://bbc.com/news/world/europe,[],"AFP Russia has the third highest number of reported infections in the world

Russia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374. New infections, at 8,572, are well down from their peak. That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.

Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria. After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.

Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.

Spain has decided to move 70% of the country to Phase Two of lifting the lockdown on Monday - cinemas, theatres, concert halls and shopping centres will reopen, in a limited way.

Croatia's reopened its borders to 10 EU countries including Austria, but as Croatia is not on Austria's ""white list"", returning tourists will need a negative Covid-19 test to come back.","AFP Russia has the third highest number of reported infections in the worldRussia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374.
That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.
Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria.
After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.
Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.","['austria', 'outbreak', 'worldrussia', 'number', 'highest', 'bbc', 'reported', 'infections', 'deaths', 'total', 'meat']"
144,Latin America & Caribbean,https://bbc.com/news/world/latin_america,[],"This family have been isolating on a desert island in the Bahamas for over 100 days

Brian and Karin Trautman have been isolating on a desert island in the Bahamas for over 100 days. But the hurricane season is fast-approaching…","This family have been isolating on a desert island in the Bahamas for over 100 daysBrian and Karin Trautman have been isolating on a desert island in the Bahamas for over 100 days.
But the hurricane season is fast-approaching…","['isolating', 'bahamas', 'season', 'hurricane', 'desert', 'karin', 'latin', 'trautman', 'fastapproaching', 'caribbean', 'island', '100', 'america']"
145,Middle East,https://bbc.com/news/world/middle_east,[],"The rights group Amnesty International is calling on the Tunisian authorities to halt the prosecution of blogger Emna Chergui, whose trial is set to begin on Thursday.

The 27-year-old blogger is being prosecuted for sharing a satirical post about coronavirus on her social media account that looks like a verse from Islam’s holy book, the Koran.

If convicted, Ms Chergui could face a prison sentence of up to three years.

Imitating a Koranic text is considered a violation of something that is deemed to be sacred.

The image, which was reportedly designed and originally shared by an Algerian atheist who lives in France, contains text that says the virus came from China and tells people to wash their hands.

In a statement, Amnesty's North Africa director Amna Guellali said the right to freedom of expression extended to what “some might consider shocking or offensive”.

She called on the Tunisian government to amend the law ""so they are compliant with human rights"".

In early May, when the post was first shared during the fasting month of Ramadan and while the country was still largely under lockdown, it caused a stir online.

The head of one political party condemned it without naming her, saying the state had a duty to protect what was sacred in the same way it did to prohibit apostasy and incitement to hatred - but he called for a punishment other than imprisonment.

You may also be interested in:","The rights group Amnesty International is calling on the Tunisian authorities to halt the prosecution of blogger Emna Chergui, whose trial is set to begin on Thursday.
The 27-year-old blogger is being prosecuted for sharing a satirical post about coronavirus on her social media account that looks like a verse from Islam’s holy book, the Koran.
If convicted, Ms Chergui could face a prison sentence of up to three years.
Imitating a Koranic text is considered a violation of something that is deemed to be sacred.
She called on the Tunisian government to amend the law ""so they are compliant with human rights"".","['shared', 'blogger', 'way', 'post', 'middle', 'yearsimitating', 'east', 'wash', 'called', 'text', 'tunisian', 'chergui']"
146,US & Canada,https://bbc.com/news/world/us_and_canada,[],"The World Health Organization has halted studies of the drug. But what do we know about its effectiveness?

Read more","The World Health Organization has halted studies of the drug.
But what do we know about its effectiveness?","['canada', 'drug', 'know', 'organization', 'studies', 'world', 'halted', 'health', 'effectivenessread']"
147,BBC News,https://bbc.com/news/world/asia,[],"South Korea closes schools again as cases jump

Schools that had just re-opened days ago have now been forced shut again after a spike in cases.",South Korea closes schools again as cases jumpSchools that had just re-opened days ago have now been forced shut again after a spike in cases.,"['spike', 'shut', 'schools', 'reopened', 'forced', 'bbc', 'south', 'days', 'korea', 'cases', 'jumpschools']"
148,BBC News,https://bbc.com/news/world/asia,[],"South Korea closes schools again as cases jump

Schools that had just re-opened days ago have now been forced shut again after a spike in cases.",South Korea closes schools again as cases jumpSchools that had just re-opened days ago have now been forced shut again after a spike in cases.,"['spike', 'shut', 'schools', 'reopened', 'forced', 'bbc', 'south', 'days', 'korea', 'cases', 'jumpschools']"
149,BBC News,https://bbc.com/news/world/asia/china,[],"Key maps and charts explaining how the respiratory virus has spread around the world and how it is being dealt with.

Read more",Key maps and charts explaining how the respiratory virus has spread around the world and how it is being dealt with.,"['withread', 'dealt', 'virus', 'spread', 'charts', 'bbc', 'respiratory', 'world', 'key', 'maps', 'explaining']"
150,BBC News,https://bbc.com/news/world/asia/india,[],"Video 1 minute 55 seconds

Keeping children happy in a pandemic lockdown

With so many children stuck at home, how do you keep them happy and yourself sane during the lockdown?","Video 1 minute 55 secondsKeeping children happy in a pandemic lockdownWith so many children stuck at home, how do you keep them happy and yourself sane during the lockdown?","['secondskeeping', 'happy', 'pandemic', 'minute', 'stuck', 'lockdown', 'bbc', 'children', 'lockdownwith', 'video', 'sane']"
151,BBC News,https://bbc.com/news/uk,[],"An East Sussex resort's seafront gardens are the latest casualties of the Covid-19 crisis as suppliers are unable to provide plants for floral displays this summer.

Visit Eastbourne Some 45,000 bedding plants are used every summer in the Carpet Gardens

The Carpet Gardens are the centrepiece of the town's seafront, with Eastbourne Borough Council using about 45,000 bedding plants every summer to create geometric patterns.

But due to the pandemic, suppliers have not been able to grow the plants as their work was considered non-essential under government guidance, and many staff were sent home.

Councillor Jonathan Dow, Eastbourne Borough Council’s Cabinet member for climate change, said: ""These award-winning flower displays are a great source of pride for our town and year-upon-year people come to see the vibrant creations here.

""Whilst it is disappointing not to have our trademark Carpet Gardens to grace the seafront this summer, we will be using this opportunity to control a weed called Oxalis which has been prevalent in the beds for the last few years.""

The weed will be allowed to grow for a time so that it can be then be dug out with the aim of permanently eliminating it.

Councillor Dow added: ""We very much look forward to the return of our stunning Carpet Gardens displays next year for residents and visitors alike to enjoy.""","An East Sussex resort's seafront gardens are the latest casualties of the Covid-19 crisis as suppliers are unable to provide plants for floral displays this summer.
Visit Eastbourne Some 45,000 bedding plants are used every summer in the Carpet GardensThe Carpet Gardens are the centrepiece of the town's seafront, with Eastbourne Borough Council using about 45,000 bedding plants every summer to create geometric patterns.
But due to the pandemic, suppliers have not been able to grow the plants as their work was considered non-essential under government guidance, and many staff were sent home.
The weed will be allowed to grow for a time so that it can be then be dug out with the aim of permanently eliminating it.
Councillor Dow added: ""We very much look forward to the return of our stunning Carpet Gardens displays next year for residents and visitors alike to enjoy.""","['using', 'plants', 'carpet', 'summer', 'gardens', 'seafront', 'suppliers', 'bbc', 'weed', 'displays', 'eastbourne']"
152,BBC News,https://bbc.com/news/uk,[],"An East Sussex resort's seafront gardens are the latest casualties of the Covid-19 crisis as suppliers are unable to provide plants for floral displays this summer.

Visit Eastbourne Some 45,000 bedding plants are used every summer in the Carpet Gardens

The Carpet Gardens are the centrepiece of the town's seafront, with Eastbourne Borough Council using about 45,000 bedding plants every summer to create geometric patterns.

But due to the pandemic, suppliers have not been able to grow the plants as their work was considered non-essential under government guidance, and many staff were sent home.

Councillor Jonathan Dow, Eastbourne Borough Council’s Cabinet member for climate change, said: ""These award-winning flower displays are a great source of pride for our town and year-upon-year people come to see the vibrant creations here.

""Whilst it is disappointing not to have our trademark Carpet Gardens to grace the seafront this summer, we will be using this opportunity to control a weed called Oxalis which has been prevalent in the beds for the last few years.""

The weed will be allowed to grow for a time so that it can be then be dug out with the aim of permanently eliminating it.

Councillor Dow added: ""We very much look forward to the return of our stunning Carpet Gardens displays next year for residents and visitors alike to enjoy.""","An East Sussex resort's seafront gardens are the latest casualties of the Covid-19 crisis as suppliers are unable to provide plants for floral displays this summer.
Visit Eastbourne Some 45,000 bedding plants are used every summer in the Carpet GardensThe Carpet Gardens are the centrepiece of the town's seafront, with Eastbourne Borough Council using about 45,000 bedding plants every summer to create geometric patterns.
But due to the pandemic, suppliers have not been able to grow the plants as their work was considered non-essential under government guidance, and many staff were sent home.
The weed will be allowed to grow for a time so that it can be then be dug out with the aim of permanently eliminating it.
Councillor Dow added: ""We very much look forward to the return of our stunning Carpet Gardens displays next year for residents and visitors alike to enjoy.""","['using', 'plants', 'carpet', 'summer', 'gardens', 'seafront', 'suppliers', 'bbc', 'weed', 'displays', 'eastbourne']"
153,BBC News,https://bbc.com/news/england,[],"An East Sussex resort's seafront gardens are the latest casualties of the Covid-19 crisis as suppliers are unable to provide plants for floral displays this summer.

Visit Eastbourne Some 45,000 bedding plants are used every summer in the Carpet Gardens

The Carpet Gardens are the centrepiece of the town's seafront, with Eastbourne Borough Council using about 45,000 bedding plants every summer to create geometric patterns.

But due to the pandemic, suppliers have not been able to grow the plants as their work was considered non-essential under government guidance, and many staff were sent home.

Councillor Jonathan Dow, Eastbourne Borough Council’s Cabinet member for climate change, said: ""These award-winning flower displays are a great source of pride for our town and year-upon-year people come to see the vibrant creations here.

""Whilst it is disappointing not to have our trademark Carpet Gardens to grace the seafront this summer, we will be using this opportunity to control a weed called Oxalis which has been prevalent in the beds for the last few years.""

The weed will be allowed to grow for a time so that it can be then be dug out with the aim of permanently eliminating it.

Councillor Dow added: ""We very much look forward to the return of our stunning Carpet Gardens displays next year for residents and visitors alike to enjoy.""","An East Sussex resort's seafront gardens are the latest casualties of the Covid-19 crisis as suppliers are unable to provide plants for floral displays this summer.
Visit Eastbourne Some 45,000 bedding plants are used every summer in the Carpet GardensThe Carpet Gardens are the centrepiece of the town's seafront, with Eastbourne Borough Council using about 45,000 bedding plants every summer to create geometric patterns.
But due to the pandemic, suppliers have not been able to grow the plants as their work was considered non-essential under government guidance, and many staff were sent home.
The weed will be allowed to grow for a time so that it can be then be dug out with the aim of permanently eliminating it.
Councillor Dow added: ""We very much look forward to the return of our stunning Carpet Gardens displays next year for residents and visitors alike to enjoy.""","['using', 'plants', 'carpet', 'summer', 'gardens', 'seafront', 'suppliers', 'bbc', 'weed', 'displays', 'eastbourne']"
154,Northern Ireland,https://bbc.com/news/northern_ireland,[],"Hitting the net and the right notes - Sport Re-run: Northern Ireland vs Spain

After famously beating Spain in their own World Cup, Gerry Armstrong hits the right notes with the rest of his Northern Ireland team-mates during an impromptu singalong.","Hitting the net and the right notes - Sport Re-run: Northern Ireland vs SpainAfter famously beating Spain in their own World Cup, Gerry Armstrong hits the right notes with the rest of his Northern Ireland team-mates during an impromptu singalong.","['vs', 'spain', 'northern', 'ireland', 'teammates', 'sport', 'spainafter', 'right', 'notes', 'world']"
155,Scotland,https://bbc.com/news/scotland,[],"SFRS Dumfries and Galloway

A warning of a ""very high"" risk of wildfires has been issued for the weekend as lockdown restrictions are eased in Scotland.

The Scottish Fire and Rescue Service (SFRS) said much of the country was ""vulnerable"" to such blazes.

People living in, or visiting, rural areas have been asked to exercise ""extreme caution"".

SFRS has already tackled major incidents in Galloway, Wester Ross and near Clydebank in recent weeks.

Read more here.","SFRS Dumfries and GallowayA warning of a ""very high"" risk of wildfires has been issued for the weekend as lockdown restrictions are eased in Scotland.
The Scottish Fire and Rescue Service (SFRS) said much of the country was ""vulnerable"" to such blazes.
People living in, or visiting, rural areas have been asked to exercise ""extreme caution"".
SFRS has already tackled major incidents in Galloway, Wester Ross and near Clydebank in recent weeks.
Read more here.","['weekend', 'visiting', 'wester', 'tackled', 'service', 'weeksread', 'vulnerable', 'warning', 'sfrs', 'wildfires', 'scotland']"
156,BBC News,https://bbc.com/news/wales,[],"Coronavirus: People from two households 'likely' to be able to meet from Monday

But they will have to remain two metres apart as social distancing rules stay in place.",Coronavirus: People from two households 'likely' to be able to meet from MondayBut they will have to remain two metres apart as social distancing rules stay in place.,"['metres', 'likely', 'households', 'remain', 'stay', 'bbc', 'social', 'mondaybut', 'rules', 'meet', 'place']"
157,Local News,https://bbc.com/news/localnews,[],Get the news that’s local to you,Get the news that’s local to you,"['local', 'thats']"
158,Business,https://bbc.com/news/business,[],"BBC

Hundreds of North Sea jobs are thought to be under threat at an offshore oil and gas company.

Underwater engineering firm Subsea 7 has announced it is to cut 3,000 jobs from its 12,000 global workforce.

The company said: ""Faced with a significant deterioration in the oil and gas market, we are taking swift and decisive action to address the elements under our control.""

It is believed several hundred of those could be cut in the UK. Subsea 7 has offices in Aberdeen, a support yard in Glasgow and engineering facilities at Wick and Leith.

Read more here.","BBCHundreds of North Sea jobs are thought to be under threat at an offshore oil and gas company.
Underwater engineering firm Subsea 7 has announced it is to cut 3,000 jobs from its 12,000 global workforce.
The company said: ""Faced with a significant deterioration in the oil and gas market, we are taking swift and decisive action to address the elements under our control.""
It is believed several hundred of those could be cut in the UK.
Subsea 7 has offices in Aberdeen, a support yard in Glasgow and engineering facilities at Wick and Leith.","['wick', 'subsea', 'cut', 'yard', 'business', 'oil', 'jobs', 'engineering', 'uk', 'workforcethe', 'gas']"
159,Business,https://bbc.com/news/business,[],"BBC

Hundreds of North Sea jobs are thought to be under threat at an offshore oil and gas company.

Underwater engineering firm Subsea 7 has announced it is to cut 3,000 jobs from its 12,000 global workforce.

The company said: ""Faced with a significant deterioration in the oil and gas market, we are taking swift and decisive action to address the elements under our control.""

It is believed several hundred of those could be cut in the UK. Subsea 7 has offices in Aberdeen, a support yard in Glasgow and engineering facilities at Wick and Leith.

Read more here.","BBCHundreds of North Sea jobs are thought to be under threat at an offshore oil and gas company.
Underwater engineering firm Subsea 7 has announced it is to cut 3,000 jobs from its 12,000 global workforce.
The company said: ""Faced with a significant deterioration in the oil and gas market, we are taking swift and decisive action to address the elements under our control.""
It is believed several hundred of those could be cut in the UK.
Subsea 7 has offices in Aberdeen, a support yard in Glasgow and engineering facilities at Wick and Leith.","['wick', 'subsea', 'cut', 'yard', 'business', 'oil', 'jobs', 'engineering', 'uk', 'workforcethe', 'gas']"
160,Market Data,https://bbc.com/news/business/market-data,[],,,"['data', 'market']"
161,Global Trade,https://bbc.com/news/business-38507481,[],"Qatar Airways boss says he's cutting one in five staff

The chief executive of Qatar Airways says he's cutting one in five staff and aircraft.",Qatar Airways boss says he's cutting one in five staffThe chief executive of Qatar Airways says he's cutting one in five staff and aircraft.,"['trade', 'boss', 'cutting', 'global', 'qatar', 'staffthe', 'airways', 'executive', 'staff', 'chief', 'aircraft', 'hes']"
162,Companies,https://bbc.com/news/business/companies,[],"EasyJet plans up to 4,500 job cuts as virus hits

The airline says up to 30% of its workforce will go as it struggles with the slump in demand for air travel.","EasyJet plans up to 4,500 job cuts as virus hitsThe airline says up to 30% of its workforce will go as it struggles with the slump in demand for air travel.","['slump', 'workforce', 'companies', 'hitsthe', 'demand', 'virus', 'easyjet', 'struggles', 'plans', 'travel', 'job']"
163,Entrepreneurship,https://bbc.com/news/business-22434141,[],"Adele shares her story of how she got started and how her Instagram blew up.

Adele is from Fife and regularly posts her incredible makeup pictures on her Instagram. She shares her story of how she got started and how her Instagram blew up. Our More Than Makeup series gives MUAs from across Scotland the opportunity to share their personal opinions on their work and the industry. Many MUAs are put into the same box, so our aim is to shine a light on their differences that make them unique.","Adele shares her story of how she got started and how her Instagram blew up.
Adele is from Fife and regularly posts her incredible makeup pictures on her Instagram.
She shares her story of how she got started and how her Instagram blew up.
Our More Than Makeup series gives MUAs from across Scotland the opportunity to share their personal opinions on their work and the industry.
Many MUAs are put into the same box, so our aim is to shine a light on their differences that make them unique.","['instagram', 'work', 'shares', 'makeup', 'blew', 'entrepreneurship', 'shine', 'started', 'upadele', 'muas', 'unique']"
164,Technology of Business,https://bbc.com/news/business-11428889,[],"Why some face masks are more effective than others

You may have heard the term N95 but what does it mean and why are some masks rated higher than others?",Why some face masks are more effective than othersYou may have heard the term N95 but what does it mean and why are some masks rated higher than others?,"['higher', 'rated', 'othersyou', 'masks', 'technology', 'heard', 'face', 'mean', 'business', 'effective', 'n95', 'term']"
165,Business of Sport,https://bbc.com/news/business/business_of_sport,[],"PA Media Rick Parry spoke to MPs via videolink

Sport bosses warned of huge financial losses due to the coronavirus pandemic when they appeared before the Digital, Culture, Media and Sport (DCMS) committee of MPs.

English Football League chairman Rick Parry warned clubs could face a £200m hole by September while the English and Wales Cricket Board chief Tom Harrison said it could cost the body £380m.

Rugby Football Union chief executive Bill Sweeney added cancelling England's Autumn Tests, against New Zealand, Tonga, Argentina and Australia, could cost £107m.

Parry also warned that the ""lawyers are going to get wealthy"" if the Premier League tried to stop three teams being promoted and relegated as part of plans to bring the season to a close.

Sport England chief executive Tim Hollingsworth said his organisation's Community Emergency Fund for grassroots clubs hit by effects of the Covid-19 outbreak was oversubscribed.

""We would expect 4,000 applications in a year - over the last five weeks we have had 7,500 applications,"" he told the DCMS committee.","PA Media Rick Parry spoke to MPs via videolinkSport bosses warned of huge financial losses due to the coronavirus pandemic when they appeared before the Digital, Culture, Media and Sport (DCMS) committee of MPs.
English Football League chairman Rick Parry warned clubs could face a £200m hole by September while the English and Wales Cricket Board chief Tom Harrison said it could cost the body £380m.
Rugby Football Union chief executive Bill Sweeney added cancelling England's Autumn Tests, against New Zealand, Tonga, Argentina and Australia, could cost £107m.
Sport England chief executive Tim Hollingsworth said his organisation's Community Emergency Fund for grassroots clubs hit by effects of the Covid-19 outbreak was oversubscribed.
""We would expect 4,000 applications in a year - over the last five weeks we have had 7,500 applications,"" he told the DCMS committee.","['warned', 'sport', 'dcms', 'parry', 'cost', 'business', 'football', 'chief', 'executive', 'rick', 'league', 'media']"
166,Global education,https://bbc.com/news/business-12686570,[],"The number of Chinese students coming to the UK has increased by more than 30% in the last five years.

Read more",The number of Chinese students coming to the UK has increased by more than 30% in the last five years.,"['students', 'number', 'chinese', 'coming', 'global', 'yearsread', 'uk', '30', 'increased', 'education']"
167,BBC News,https://bbc.com/news/business/economy,[],"Coronavirus: Self employed workers worry about the future

Three self-employed people explain the difficulty of trying to make ends meet during lockdown.",Coronavirus: Self employed workers worry about the futureThree self-employed people explain the difficulty of trying to make ends meet during lockdown.,"['explain', 'worry', 'ends', 'futurethree', 'workers', 'lockdown', 'bbc', 'selfemployed', 'trying', 'self', 'meet']"
168,Global Car Industry,https://bbc.com/news/business/global_car_industry,[],"The carmaker is reportedly seeking more than £1bn in taxpayer support as the pandemic hits sales.

Read more",The carmaker is reportedly seeking more than £1bn in taxpayer support as the pandemic hits sales.,"['industry', 'pandemic', 'support', 'seeking', 'carmaker', '1bn', 'car', 'global', 'salesread', 'reportedly', 'hits', 'taxpayer']"
169,Technology,https://bbc.com/news/technology,[],"Parents of year six and year one pupils have been falling out over whether to send them back to school.

Read more",Parents of year six and year one pupils have been falling out over whether to send them back to school.,"['schoolread', 'technology', 'send', 'pupils', 'falling', 'parents']"
170,Science & Environment,https://bbc.com/news/science_and_environment,[],"PA Media

Four out of five Scottish engineering firms expect to cut jobs in the next six months because of the coronavirus crisis, according to a survey.

Industry body Scottish Engineering found confidence among companies plummeted in the last quarter.

Orders and output fell in at least 60% of firms who responded, with 27% reporting a cut in employee numbers.

Scottish Engineering said Covid-19 had been ""an economic tornado"", both in its pace and impact.

Read more here.","PA MediaFour out of five Scottish engineering firms expect to cut jobs in the next six months because of the coronavirus crisis, according to a survey.
Industry body Scottish Engineering found confidence among companies plummeted in the last quarter.
Orders and output fell in at least 60% of firms who responded, with 27% reporting a cut in employee numbers.
Scottish Engineering said Covid-19 had been ""an economic tornado"", both in its pace and impact.
Read more here.","['science', 'responded', 'reporting', 'cut', 'firms', 'environment', 'scottish', 'engineering', 'surveyindustry', 'plummeted', 'tornado', 'quarterorders']"
171,BBC News,https://bbc.com/news/stories,[],,,['bbc']
172,Entertainment & Arts,https://bbc.com/news/entertainment_and_arts,[],"Getty Images

Bristol MPs, artists and representatives from the music sector are due to meet online to discuss how to support the sector after the lockdown period.

Local MPs Thangam Debbonaire and Kerry McCarthy, who represent Bristol West and Bristol East, will be holding the public meeting which has now sold out of free tickets.

Due to happen tomorrow (29 May) at 10:00 GMT, the meeting is to be used as an opportunity to ""discuss Bristol-wide solutions and ideas to put forward to government.""

Thangam Debbonaire said: “When the lockdown ends, I want Bristol's cultural life to return to its energetic and creative former self, but the venues and organisations need support.

""[They] have been built up over decades and they enrich us in so many ways.

""If they are lost, our city will lose a big part of its personality.”","Getty ImagesBristol MPs, artists and representatives from the music sector are due to meet online to discuss how to support the sector after the lockdown period.
Local MPs Thangam Debbonaire and Kerry McCarthy, who represent Bristol West and Bristol East, will be holding the public meeting which has now sold out of free tickets.
Thangam Debbonaire said: “When the lockdown ends, I want Bristol's cultural life to return to its energetic and creative former self, but the venues and organisations need support.
""[They] have been built up over decades and they enrich us in so many ways.
""If they are lost, our city will lose a big part of its personality.”","['sector', 'waysif', 'arts', 'venues', 'bristol', 'mps', 'lockdown', 'west', 'meeting', 'discuss', 'entertainment', 'debbonaire']"
173,BBC News,https://bbc.com/news/health,[],"A six-year-old has completed a 5k run every day for five days to raise money for the NHS.

Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.

Jo Clark Molly ran a 5k every day for a week

Molly’s mother Jo says her first idea was even more ambitious.

Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"". Jo Clark Molly's mum

Instead she was inspired by one of her uncles who had run a marathon around his garden.","A six-year-old has completed a 5k run every day for five days to raise money for the NHS.
Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.
Jo Clark Molly ran a 5k every day for a weekMolly’s mother Jo says her first idea was even more ambitious.
Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"".
Jo Clark Molly's mumInstead she was inspired by one of her uncles who had run a marathon around his garden.","['run', 'raise', 'wouldnt', 'day', 'work', 'wanted', 'jo', 'weekmollys', 'bbc', 'clark', '5k']"
174,BBC News,https://bbc.com/news/health,[],"A six-year-old has completed a 5k run every day for five days to raise money for the NHS.

Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.

Jo Clark Molly ran a 5k every day for a week

Molly’s mother Jo says her first idea was even more ambitious.

Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"". Jo Clark Molly's mum

Instead she was inspired by one of her uncles who had run a marathon around his garden.","A six-year-old has completed a 5k run every day for five days to raise money for the NHS.
Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.
Jo Clark Molly ran a 5k every day for a weekMolly’s mother Jo says her first idea was even more ambitious.
Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"".
Jo Clark Molly's mumInstead she was inspired by one of her uncles who had run a marathon around his garden.","['run', 'raise', 'wouldnt', 'day', 'work', 'wanted', 'jo', 'weekmollys', 'bbc', 'clark', '5k']"
175,Coronavirus,https://bbc.com/news/coronavirus,[],"RSPCA Rescuers thought the colour of the kitten was black before it washed.

The RSPCA in the south west says it is facing a 'cat crisis' after thousands of felines have been abandoned since the start of lockdown.

There have been 6,630 incidents reported to the charity’s hotline:

109 of those were reported in Somerset

88 of those were reported in Gloucestershire

57 of those were reported in Wiltshire

more than 500 of the reports were in Bristol last year

The charity has also taken 324 cats into its care, and fears that the situation is set to get worse, as the traditional kitten-breeding season gets underway.

One kitten, named Sootie by rescuers, was discovered at an industrial estate in Salisbury during the lockdown, but was revealed to be grey and white after a wash at Bath Cats & Dogs Home.

RSPCA Sootie was discovered to be a lighter colour after being washed

Cats are the most common pet the RSPCA receives in care.

Dr Samantha Gaines, head of the RSPCA’s companion animal department, said: “Every year, the scale of the cat over-population problem becomes even more apparent from May to September, when most cats are born, and the RSPCA is often overwhelmed with kittens.”

Animal rescuers at the charity have been designated key workers by the government and the charity has launched an emergency appeal as a result of demands of cats being rescued.","RSPCA Rescuers thought the colour of the kitten was black before it washed.
The RSPCA in the south west says it is facing a 'cat crisis' after thousands of felines have been abandoned since the start of lockdown.
There have been 6,630 incidents reported to the charity’s hotline:109 of those were reported in Somerset88 of those were reported in Gloucestershire57 of those were reported in Wiltshiremore than 500 of the reports were in Bristol last yearThe charity has also taken 324 cats into its care, and fears that the situation is set to get worse, as the traditional kitten-breeding season gets underway.
One kitten, named Sootie by rescuers, was discovered at an industrial estate in Salisbury during the lockdown, but was revealed to be grey and white after a wash at Bath Cats & Dogs Home.
RSPCA Sootie was discovered to be a lighter colour after being washedCats are the most common pet the RSPCA receives in care.","['rspca', 'colour', 'coronavirus', 'charity', 'rescuers', 'reported', 'cat', 'discovered', 'kitten', 'sootie', 'cats']"
176,BBC World News: 24 hour news TV channel,https://bbc.com/news/world_radio_and_tv,[],"The Travel Show

Bringing you the biggest stories and most exciting destinations from around the world",The Travel ShowBringing you the biggest stories and most exciting destinations from around the world,"['tv', 'exciting', 'biggest', 'showbringing', 'destinations', 'hour', 'bbc', 'world', '24', 'channel', 'travel']"
177,In Pictures,https://bbc.com/news/in_pictures,[],"‘Finding beauty in the simple moments in life has been a great gift for me.’

Misan Harriman normally photographs celebrities but has turned to capturing his local community.",‘Finding beauty in the simple moments in life has been a great gift for me.’Misan Harriman normally photographs celebrities but has turned to capturing his local community.,"['memisan', 'photographs', 'great', 'simple', 'moments', 'local', 'harriman', 'turned', 'pictures', 'normally', 'life']"
178,Reality Check,https://bbc.com/news/reality_check,[],"Getty Images

Boris Johnson’s top aide has defended making a 260-mile journey from London to north-east England with his family during lockdown at the end of March.

Dominic Cummings says he did the ""right thing"" to be near relatives. His wife had coronavirus symptoms, and Downing Street says he wanted to ensure he had childcare if he got sick too.

The UK Government advice on essential travel at the time, which still remains in place , includes:

- Not visiting second homes, whether for isolation purposes or holidays

- Not leaving your home, the place you live, to stay at another home

- Remaining at your primary residence, to avoid putting additional pressure on communities and services at risk

Read more about social distancing and self-isolation","Getty ImagesBoris Johnson’s top aide has defended making a 260-mile journey from London to north-east England with his family during lockdown at the end of March.
Dominic Cummings says he did the ""right thing"" to be near relatives.
His wife had coronavirus symptoms, and Downing Street says he wanted to ensure he had childcare if he got sick too.
The UK Government advice on essential travel at the time, which still remains in place , includes:- Not visiting second homes, whether for isolation purposes or holidays- Not leaving your home, the place you live, to stay at another home- Remaining at your primary residence, to avoid putting additional pressure on communities and services at riskRead more about social distancing and self-isolation","['symptoms', 'check', 'visiting', 'toothe', 'street', 'wanted', 'wife', 'uk', 'thing', 'reality', 'travel', 'place']"
179,Newsbeat,https://bbc.com/news/newsbeat,[],In case you missed it,In case you missed it,"['case', 'newsbeat', 'missed']"
180,Special reports,https://bbc.com/news/special_reports,[],"Brexit coverage

What you need to know about the UK leaving the EU",Brexit coverageWhat you need to know about the UK leaving the EU,"['special', 'brexit', 'leaving', 'coveragewhat', 'know', 'uk', 'need', 'eu', 'reports']"
181,Long Reads,https://bbc.com/news/the_reporters,[],"Amazon under threat: Fires, loggers and now virus

How the loss of the Amazon goes beyond deforestation - and what the nine countries that share this natural resource are doing to protect it.","Amazon under threat: Fires, loggers and now virusHow the loss of the Amazon goes beyond deforestation - and what the nine countries that share this natural resource are doing to protect it.","['protect', 'resource', 'virushow', 'natural', 'reads', 'threat', 'goes', 'amazon', 'share', 'long', 'loss', 'loggers']"
